1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
-724.2401306917928 -1282.5560342570718 ; -737.0656910343636 -1275.313632950154 
1014.0173957056436 -1945.2527286998534 ; 994.564868418645 -1955.3929026569099 
-1464.9097279754267 -235.45528737929698 ; -1467.2642808492196 -220.8061900995427 
546.2136942404683 -486.7452482125914 ; 541.3462417583423 -492.2073851549961 
1571.7311889912955 -220.97673632087293 ; 1569.5214216280867 -236.6940482107859 
1021.8013213584458 628.3441087184704 ; 1028.0847624456305 618.1260955048859 
-157.0168430227855 -444.26217169487956 ; -161.4594647397343 -442.6920032646517 
-1081.290603391266 -1409.1838678181186 ; -1095.382442069447 -1398.370961784206 
1721.3619662810463 174.3268620828019 ; 1723.1052349018744 157.11324241999145 
-1815.2427154264822 1158.9852723942656 ; -1803.6528627025396 1177.1376995485305 
1551.0065798976977 691.9220156065264 ; 1557.925800053763 676.4119498075495 
309.55177981130544 622.5177190793521 ; 315.776957002099 619.422201281239 
-144.21975746838186 1541.743359072307 ; -128.80232387765878 1543.1855566469908 
-550.8351977542945 1615.75793411508 ; -534.6776184131437 1621.266286092623 
773.3689303210928 218.00684591606483 ; 775.5489987802534 210.2731566128539 
-311.9905132343497 1679.1210376362735 ; -295.19930285798694 1682.240942768617 
604.3176606595893 727.5307245475665 ; 611.5929679050649 721.4875479409706 
1917.601457702452 485.70266994354677 ; 1922.4584844018875 466.5266553665222 
1389.3920440527259 374.33457832257164 ; 1393.1353898359516 360.4406578820444 
58.357822906826776 -49.209748675581324 ; 57.865725420070966 -49.79332690464959 
-1870.077862062455 548.6185579375701 ; -1864.5916764830795 567.3193365581947 
-826.4276069320566 92.70661123090144 ; -825.5005408197476 100.97088730022202 
-582.0849563298383 907.3632201440482 ; -573.0113241283979 913.1840697073466 
1660.9661410197998 1632.2416949340536 ; 1677.2885579691404 1615.6320335238556 
610.7810606377935 864.546689580288 ; 619.4265275335964 858.43887897391 
962.1863532949463 -1658.117211829522 ; 945.6051811766512 -1667.7390753624713 
1309.8224166318955 -168.8988401061414 ; 1308.1334282308342 -181.99706427246034 
1648.5683697641173 -1713.5613883537503 ; 1631.4327558805799 -1730.0470720513915 
-1522.6370580132336 712.0818161371066 ; -1515.5162398518626 727.3081867172389 
1591.0546058657249 -280.73911369699977 ; 1588.247214728755 -296.649659755657 
1594.7213641997578 788.9714047082157 ; 1602.61107824684 773.0241910662181 
-250.8620600071451 -746.8042230936951 ; -258.330102238082 -744.2956024936236 
612.0360618872356 -1027.0003540371993 ; 601.7660583468636 -1033.1207146560716 
1106.7539332550623 -1108.119006946421 ; 1095.6727431855982 -1119.1865462789717 
153.1083002205646 -470.9525292577838 ; 148.39877492798675 -472.48361225998946 
-931.4603435875239 1057.5718824125563 ; -920.8846247633983 1066.8864858484314 
349.3805450392558 1585.5789319051883 ; 365.2363343583077 1582.0851264547957 
-575.2967253149078 -671.7691912435195 ; -582.014417227343 -666.0162239903703 
-1449.4966803835025 -785.4041087036785 ; -1457.3507214705394 -770.9091418998435 
1040.5279418345585 -103.05961638959138 ; 1039.4973456706625 -113.46489580793697 
-43.28643778649444 1705.4826979050822 ; -26.231610807443616 1705.9155622829471 
963.846155566944 -1988.9688911527367 ; 943.9564666554166 -1998.607352708406 
488.17004235257434 1820.7094885517936 ; 506.3771372380923 1815.827788128268 
619.4731662074315 -1274.9860197702562 ; 606.723306009729 -1281.1807514323305 
1991.6166692184254 1576.722603884907 ; 2007.3838952572744 1556.8064371927226 
391.7225061407362 1675.7774994268468 ; 408.48028113500465 1671.8602743654394 
-357.2203056828611 -8.652761428343627 ; -357.3068332971446 -5.080558371515016 
238.0305136196871 -1539.4386259496277 ; 222.6361273601908 -1541.8189310858247 
860.2608963651514 -1685.4934099799186 ; 843.4059622653523 -1694.0960189435702 
1383.27550986234 -1855.8213702608455 ; 1364.7172961597314 -1869.654125359469 
350.3432364979195 1079.7374693774773 ; 361.1406111916943 1076.234037012498 
1456.4007954579477 -1728.7753251192323 ; 1439.1130422067554 -1743.3393330738118 
-951.938170953385 209.77608362802937 ; -949.8404101171047 219.29546533756323 
-1646.7493507600266 317.1217272236589 ; -1643.57813348779 333.58922073125916 
-1970.5695724016668 -1736.3057432200326 ; -1987.9326298338672 -1716.6000474960158 
1476.914901939437 10.340541001371339 ; 1477.0183073494507 -4.428608018023031 
-713.3056432345004 1199.4884314405829 ; -701.3107589200946 1206.621487872928 
-277.65610051656756 -48.73602761969896 ; -278.14346079276453 -45.959466614533284 
698.0178721091814 -660.4894968278882 ; 691.4129771409025 -667.4696755489799 
1301.5273310950643 -624.0350589840473 ; 1295.2869805052237 -637.0503322949979 
1682.312853627113 -687.3585556302169 ; 1675.4392680708108 -704.181684166488 
-1278.3180989908385 -1829.9110180262433 ; -1296.617209171101 -1817.1278370363348 
-768.2262022349049 1796.9152841575342 ; -750.2570493933296 1804.5975461798832 
1772.9864387763284 1657.388079345769 ; 1789.560319569786 1639.6582149580058 
1219.0310934079127 -1639.5648434314032 ; 1202.6354449735986 -1651.7551543654824 
1061.4278777680559 570.3511501931929 ; 1067.1313892699877 559.7368714155124 
112.06235921666365 1329.642903608592 ; 125.35878825274958 1328.5222800164254 
-1148.0286247642618 -840.4997360024513 ; -1156.4336221242863 -829.0194497548086 
1162.4145556815702 422.59825703979214 ; 1166.640538251968 410.97411148297647 
1894.5061077207572 -672.6952946594993 ; 1887.7791547741622 -691.6403557367069 
342.25538584653304 1982.01507252673 ; 362.07553657180034 1978.5925186682646 
-1826.5896999351075 329.8234206898313 ; -1823.2914657282092 348.0893176891824 
1660.0806995445344 -1149.6850095326704 ; 1648.5838494492077 -1166.2858165281157 
1009.1939629768974 1616.2448663715772 ; 1025.3564116406133 1606.1529267418082 
1562.5498349404822 1251.2535643356393 ; 1575.0623705838386 1235.6280659862346 
886.1055718806812 1545.102350592911 ; 901.5565953866103 1536.2412948741044 
-1514.3574799745313 -571.4555635390049 ; -1520.0720356099214 -556.3119887392595 
-1465.5287443753107 1003.8622591050723 ; -1455.49012178426 1018.5175465488254 
1369.6795690885247 -988.3861016203261 ; 1359.7957080723213 -1002.0828973112114 
421.32102044760785 -1236.9087860837292 ; 408.95193258677057 -1241.1219962882053 
-369.0716234293769 899.3711029576883 ; -360.0779123998 903.0618191919821 
317.75121602532835 -1632.0601499178144 ; 301.4306145261502 -1635.2376620780676 
-1420.46509118411 -97.95049550486158 ; -1421.4445961391586 -83.74584459302048 
781.3795333167916 1803.3287319252956 ; 799.4128206360446 1795.5149365921277 
-1483.5550295338253 -1356.3685726819974 ; -1497.1187152606453 -1341.5330223866592 
-755.4998205459641 1763.6177483659512 ; -737.8636430623046 1771.172746571411 
-1826.9853124971112 -1316.9369803269387 ; -1840.1546823003805 -1298.6671272019676 
-418.52010712086286 -141.86104204576034 ; -419.93871754132044 -137.6758409745517 
-1347.6998894175197 -697.2050652777082 ; -1354.6719400702968 -683.728066383533 
-829.9634205081884 -489.86860520512334 ; -834.8621065602397 -481.5689710000415 
-85.43677488596565 348.8333875095026 ; -81.94844101087062 349.68775525836224 
-1538.5496011592302 -1265.5358823590063 ; -1551.2049599828201 -1250.150386347414 
-1069.1460163712877 -1096.4767547624701 ; -1080.1107839189124 -1085.7852945987572 
-961.9205397879847 731.9752427775294 ; -954.6007873602094 741.5944481754092 
1050.9471697059137 363.86746586281186 ; 1054.5858443645418 353.3579941657527 
1827.266086063871 211.1891481833329 ; 1829.3779775457042 192.9164873226942 
-1327.3283793027242 214.94960109480186 ; -1325.1788832917762 228.2228848878291 
759.8424128575692 267.4872010556449 ; 762.5172848681257 259.8887769270692 
670.7857299424261 70.00604368424135 ; 671.4857903792685 63.298186384817086 
-986.5795397449019 1152.5122227188647 ; -975.0544175177133 1162.3780181163138 
-521.1122964746991 -1562.7439759936838 ; -536.7397362346359 -1557.5328530289369 
-226.26359124419767 660.8251237799448 ; -219.65534000639823 663.0877596923867 
931.9529182541706 1824.0890820690033 ; 950.1938090748607 1814.7695528864617 
-606.964976790329 -1566.1308013724042 ; -622.6262848040531 -1560.061151604501 
-1794.7878939622594 -1973.331638730389 ; -1814.5212103495633 -1955.3837597907664 
-247.13481108733052 196.40719632986836 ; -245.17073912403183 198.87854444074165 
957.2291112237259 -1270.9643033370899 ; 944.519468190355 -1280.5365944493271 
114.60292473293231 250.12048052395815 ; 117.10412953817189 248.97445127662883 
-479.2278305679043 1635.2694114459705 ; -462.87513645344455 1640.0616897516495 
-1665.6470473410325 -1654.2676080529066 ; -1682.1897234215614 -1637.6111375794962 
185.262656217883 1907.2718340158392 ; 204.3353745580414 1905.4192074536604 
832.9717970025392 -33.58730676426715 ; 832.6359239348966 -41.91702473429254 
-527.8887030414868 515.8078399209066 ; -522.7306246422777 521.0867269513216 
1717.617608045475 -1134.595287722971 ; 1706.2716551682452 -1151.7714638034258 
-534.5795367313914 -205.02949796640638 ; -536.6298317110554 -199.68370259909247 
-30.066529592500643 1035.599079950133 ; -19.710538792999312 1035.899745246058 
-939.1618019292495 -998.5747392161082 ; -949.1475493214106 -989.1831211968157 
1708.0856312672602 1492.2674494852467 ; 1723.0083057621127 1475.1865931725742 
385.894397790339 1388.8761318389645 ; 399.7831591087286 1385.017187861061 
549.3779977552242 -93.87023409666946 ; 548.4392954142576 -99.3640140742217 
1871.2450388476811 -1813.2766855751504 ; 1853.1122719919297 -1831.9891359636272 
1701.733741849346 -1814.9038636804378 ; 1683.5847032125416 -1831.9212010989313 
757.2123588726986 -163.46070688352532 ; 755.5777518038633 -171.0328304722523 
-1937.4833325221487 765.9183263733358 ; -1929.8241492584152 785.2931596985574 
855.1522703828562 1255.0832129102528 ; 867.7031025119587 1246.5316902064242 
-268.78861480476263 466.4627063889577 ; -264.1239877408731 469.15059253700537 
1765.1400287847293 1213.1298823294537 ; 1777.271327608024 1195.4784820416064 
651.5076471113018 1807.503850503413 ; 669.582685616336 1800.9887740323002 
724.9690962560811 15.083527702594125 ; 725.1199315331071 7.8338367400333135 
1441.3189396289195 -1149.0390165467995 ; 1429.8285494634515 -1163.4522059430888 
1835.6662785454723 725.6374238107462 ; 1842.9226527835797 707.2807610252914 
1847.9254380783675 -697.8005393854479 ; 1840.947432684513 -716.2797937662316 
1490.0254452965114 871.8547276182044 ; 1498.7439925726935 856.9544731652393 
-903.9030207849621 -306.68983963370823 ; -906.9699191812992 -297.6508094258586 
1114.3948405823287 578.8783234530611 ; 1120.1836238168594 567.7343750472378 
-1505.8201697927143 202.75320411811464 ; -1503.7926377515332 217.81140581604177 
-143.43791181592678 -70.62692998681842 ; -144.14418111579496 -69.19255086865915 
1538.2876057327237 -1216.3853592236676 ; 1526.123752140487 -1231.7682352809948 
1956.3303440962522 -1955.4224288009075 ; 1936.7761198082433 -1974.98573224187 
1884.8304662323326 -1453.1416472934698 ; 1870.2990497593978 -1471.989951955793 
1378.6098278439244 -646.0984365874082 ; 1372.1488434780504 -659.8845348658474 
-1449.5942957044529 -1859.5722318972862 ; -1468.1900180234256 -1845.0762889402417 
-397.1095514131346 1922.248756072534 ; -377.88706385240926 1926.2198515866653 
-1651.9556595906427 784.4171909240357 ; -1644.1114876814022 800.9367475199422 
-201.74360285163576 -1407.3682335512972 ; -215.81728518714874 -1405.3507975227808 
-831.4887549602524 164.9983619682732 ; -829.8387713405697 173.31324951787573 
398.73022046857915 -476.8164266755725 ; 393.96205620182343 -480.8037288802583 
585.7700598488086 1654.038742113158 ; 602.3104472699401 1648.18104151467 
-1669.4556114444324 -70.35230082172995 ; -1670.1591344526496 -53.65774470728563 
-801.148365094195 -1490.3186268415777 ; -816.0515513626108 -1482.3071431906358 
-1070.966137370849 714.9662190128888 ; -1063.81647518072 725.6758803865973 
-1084.630555110576 -851.6102794658196 ; -1093.1466579052344 -840.7639739147139 
165.93641754070305 556.7885042720452 ; 171.5043025834235 555.1291400966381 
-1852.5759580282468 1425.9340888161244 ; -1838.3166171400856 1444.4598483964069 
258.7844493319106 613.7460412539969 ; 264.92190974445055 611.1581967606777 
-1033.4620274677122 1263.883293669453 ; -1020.8231945310177 1274.21791394413 
1679.6600840866051 -1520.9857591341845 ; 1664.4502264952632 -1537.7823599750504 
805.8609824969303 624.2208140068055 ; 812.1031906369984 616.1622041818363 
1851.9674570404268 1375.488996621654 ; 1865.7223470066433 1356.9693220512497 
1382.9657075825878 -1125.1667920928992 ; 1371.7140396616587 -1138.9964491687251 
-294.8529379217388 138.99145743212338 ; -293.4630233474176 141.93998681134076 
-1069.3784726734102 -1977.0010867650565 ; -1089.1484835410608 -1966.3073020383224 
287.7895593998242 -1536.6357531975705 ; 272.4232018678485 -1539.5136487915688 
-1890.0718185584756 708.7322830816275 ; -1882.9844957276594 727.6330012672123 
-94.9294299456407 -1013.0591618798761 ; -105.06002156443947 -1012.1098675804197 
165.3611179946736 1938.7162717941378 ; 184.74828071261499 1937.0626606141911 
936.8219270045228 651.1628217555418 ; 943.3335552220782 641.7946024854966 
199.41246964851697 -1514.0117398468506 ; 184.27235225004847 -1516.0058645433357 
-69.97326913734145 1400.139302909822 ; -55.97187610824323 1400.8390356011953 
1360.0096007986424 -898.4271719915381 ; 1351.025329078727 -912.0272679995245 
-1019.5018523265919 1223.336201444737 ; -1007.2684903121445 1233.531219968003 
-788.6387791702859 696.6202364434441 ; -781.6725768058515 704.506624235147 
-1265.8643250745608 -1004.1573932840047 ; -1275.9058990074009 -991.4987500332591 
856.5615599816532 -1293.693092761342 ; 843.6246290540398 -1302.2587083611586 
-898.3717496313413 1744.5360940925418 ; -880.9263886904159 1753.5198115888552 
1632.655475407604 -1442.5482145229398 ; 1618.2299932623746 -1458.874769277016 
166.07935214668626 1529.6914519032196 ; 181.37626666571845 1528.0306583817528 
-1474.2058920609777 -1292.3069665315638 ; -1487.1289617262933 -1277.5649076109542 
277.4499128105561 949.6783582553663 ; 286.9466963931098 946.9038591272607 
1506.574677402225 544.0983265200982 ; 1512.015660667426 529.032579746076 
132.88080286219957 226.52773788503254 ; 135.1460802410499 225.19892985641053 
1541.595450347009 -754.9334737794622 ; 1534.0461156092144 -770.3494282829323 
49.09219681082977 689.2212733811403 ; 55.984409544641174 688.730351413032 
401.401145967065 1191.8588841735973 ; 413.319734808801 1187.8448727139266 
231.8212515674547 1008.6800245293047 ; 241.90805181274774 1006.3618120136301 
-789.7509164437495 604.2499058663426 ; -783.708417385086 612.14741503078 
-1609.620719855998 1472.8705674833097 ; -1594.892014181165 1488.9667746818698 
-844.0061693144967 -284.9215169694163 ; -846.8553844841908 -276.48145527627133 
-238.12940026376518 -1774.856248388473 ; -255.87796274764992 -1772.4749543858354 
684.1388510920333 333.82021406921035 ; 687.4770532327254 326.97882555829 
-919.2773261703616 259.06099905122164 ; -916.6867161798493 268.25377231292526 
-1696.5200896116476 -808.9474146581593 ; -1704.6095637582291 -791.9822137620429 
-1527.9619897107364 911.5702611972683 ; -1518.8462870987637 926.8498810943757 
-346.06605678571736 -1424.1395586592612 ; -360.30745237230997 -1420.678898091404 
1254.7217205161787 1285.8496819759575 ; 1267.5802173359382 1273.3024647707957 
1173.853732322191 1173.2351543052328 ; 1185.5860838652434 1161.496616982011 
-651.2499898435124 541.4488279756487 ; -645.8355015637559 547.9613278740837 
-119.04584450460929 1345.891128574206 ; -105.58693321886723 1347.081587019252 
1037.2319764334923 -1673.2566032771715 ; 1020.4994104007205 -1683.6289230415064 
1055.796176407929 -1808.196527418936 ; 1037.7142111337396 -1818.7544891830153 
1424.5333779371024 -790.4653531098858 ; 1416.6287244060036 -804.7106868892567 
342.5997375103708 1808.848700689211 ; 360.68822451726294 1805.4227033141074 
-1058.7317606732217 -509.7329276826761 ; -1063.8290899500485 -499.1456100759439 
-550.9058729941858 -304.84883108753326 ; -553.9543613050611 -299.3397723575914 
-1536.0469133993101 658.1115838818108 ; -1529.465797560492 673.4720530158039 
-525.6737298459709 242.01703356358587 ; -523.2535595103351 247.27377086204558 
1828.0408655272856 532.4102872005985 ; 1833.3649683992917 514.1298785453257 
-90.79530926410541 1841.0605498487757 ; -72.38470376561766 1841.9685029414168 
1531.1948723846397 766.3155604680395 ; 1538.8580279893201 751.0036117441931 
-1265.6830454436015 1967.3736180112662 ; -1246.0093092634888 1980.0304484657022 
1999.168128412215 -1133.8545365723983 ; 1987.829583046491 -1153.8462178565205 
1101.2969611866963 896.562232859698 ; 1110.2625835152933 885.549263247831 
-12.167716799917882 -593.9716097388787 ; -18.10743289730667 -593.8499325708794 
-530.2835914391718 513.55922130012 ; -525.1479992261706 518.8620572145118 
-1739.869244677419 -1350.855136287372 ; -1753.3777960402927 -1333.4564438405978 
